id,name,name_en,party,district,photo_url,term_number,is_active,email,phone,office_location,profile_url,created_at,updated_at,councillor_type
bbe60324-79b1-4578-aa16-27354fbf4faa,신현녀,,더불어민주당,차선거구,https://council.yongin.go.kr/attach/member/CT/09/small/8d927fc56bb939983a99f32173a2f52ee4536be788aa84e9116e940a9b62589a.jpg,8,true,,031-6193-2514,,,2025-10-20T02:30:27.351462+00:00,2025-10-20T02:30:27.351462+00:00,용인시의원
6f07ba28-b147-4923-bd51-bf84371e13b7,안지현,,국민의힘,카선거구,https://council.yongin.go.kr/attach/member/CT/09/small/616e0ed88b0c9ceee0194650f9a30df8a99458d298959c9b301dbd50fef69216.jpg,8,true,,031-6193-2551,,,2025-11-03T17:14:05.829778+00:00,2025-11-03T17:14:05.829778+00:00,용인시의원
25d3b40f-9e4e-4a4a-928d-49fe03880442,안지현,,국민의힘,카선거구,https://council.yongin.go.kr/attach/member/CT/09/small/616e0ed88b0c9ceee0194650f9a30df8a99458d298959c9b301dbd50fef69216.jpg,8,true,,031-6193-2551,,,2025-10-20T02:30:27.351462+00:00,2025-10-20T02:30:27.351462+00:00,용인시의원
a8f54106-3d59-4166-8482-43e3bee51c1e,안치용,,국민의힘,라선거구,https://council.yongin.go.kr/attach/member/CT/09/small/3d9cc5a92259b40cbe9dbcfc6eab6fbbc3e777c440b1238e7360d2de384d2ea5.jpg,8,true,,031-6193-2576,,,2025-10-20T02:30:27.351462+00:00,2025-10-20T02:30:27.351462+00:00,용인시의원
8ac979aa-4fd2-46ce-bff7-6f1f8bdf8375,안치용,,국민의힘,라선거구,https://council.yongin.go.kr/attach/member/CT/09/small/3d9cc5a92259b40cbe9dbcfc6eab6fbbc3e777c440b1238e7360d2de384d2ea5.jpg,8,true,,031-6193-2576,,,2025-11-03T17:14:05.829778+00:00,2025-11-03T17:14:05.829778+00:00,용인시의원
c3932666-ae81-4c94-bf9c-0186921c0481,유진선,,더불어민주당,라선거구,https://council.yongin.go.kr/attach/member/CT/09/small/e3329e26a6763cb7e4218a9402a13613ffb4d13fc449a5c11804df7eb78e55ca.jpg,8,true,,031-6193-2500,,,2025-11-03T17:14:05.829778+00:00,2025-11-03T17:14:05.829778+00:00,용인시의원
a2ec85f6-cbdd-4627-97da-bf5292559192,유진선,,더불어민주당,라선거구,https://council.yongin.go.kr/attach/member/CT/09/small/e3329e26a6763cb7e4218a9402a13613ffb4d13fc449a5c11804df7eb78e55ca.jpg,8,true,,031-6193-2500,,,2025-10-20T02:30:27.351462+00:00,2025-10-20T02:30:27.351462+00:00,용인시의원
2084241c-efa9-4c86-bc11-dc505c4c4778,윤원균,,더불어민주당,사선거구,https://council.yongin.go.kr/attach/member/CT/09/small/a090296928ac14dd8369361e8230a0b48d53c46e420107fa93e72e1026a2a77d.jpeg,8,true,,031-6193-2569,,,2025-10-20T02:30:27.351462+00:00,2025-10-20T02:30:27.351462+00:00,용인시의원
475816a1-8137-45e4-a7b6-37d0ded05319,윤원균,,더불어민주당,사선거구,https://council.yongin.go.kr/attach/member/CT/09/small/a090296928ac14dd8369361e8230a0b48d53c46e420107fa93e72e1026a2a77d.jpeg,8,true,,031-6193-2569,,,2025-11-03T17:14:05.829778+00:00,2025-11-03T17:14:05.829778+00:00,용인시의원
a8a0906d-3251-47b2-a8b4-3d2bf196a8c2,윤재영,,국민의힘,용인시 제10선거구,,11,true,,,,,2025-10-18T11:22:24.77394+00:00,2025-10-18T11:22:24.77394+00:00,경기도의원
1bdf11a9-887c-4b2e-8732-fb934b2ccb3f,이교우,,더불어민주당,자선거구,https://council.yongin.go.kr/attach/member/CT/09/small/d9f1192b7432bce30b935c5e259a8f320a0e6001da2e61801e9736bbb39beeba.jpg,8,true,,031-6193-2564,,,2025-11-03T17:14:05.829778+00:00,2025-11-03T17:14:05.829778+00:00,용인시의원
f602556f-afbd-4855-b6da-34a724d4602f,이교우,,더불어민주당,자선거구,https://council.yongin.go.kr/attach/member/CT/09/small/d9f1192b7432bce30b935c5e259a8f320a0e6001da2e61801e9736bbb39beeba.jpg,8,true,,031-6193-2564,,,2025-10-20T02:30:27.351462+00:00,2025-10-20T02:30:27.351462+00:00,용인시의원
1378ef2b-f8e7-48f2-b5fb-ca0003392edb,이상식,,더불어민주당,용인시 갑,,22,true,,,,,2025-10-18T11:22:24.77394+00:00,2025-10-18T11:22:24.77394+00:00,국회의원
d68756c5-b1fc-411d-a18d-0bc1dfe01b47,이상욱,,더불어민주당,카선거구,https://council.yongin.go.kr/attach/member/CT/09/small/ffe87ce4e4e5d0734e303ffe747ed852b033b1b4f7616cfdf953540f51c6b973.jpg,8,true,,031-6193-2571,,,2025-11-03T17:14:05.829778+00:00,2025-11-03T17:14:05.829778+00:00,용인시의원
b15b64c7-6560-4ab3-af9b-05074d7fe029,이상욱,,더불어민주당,카선거구,https://council.yongin.go.kr/attach/member/CT/09/small/ffe87ce4e4e5d0734e303ffe747ed852b033b1b4f7616cfdf953540f51c6b973.jpg,8,true,,031-6193-2571,,,2025-10-20T02:30:27.351462+00:00,2025-10-20T02:30:27.351462+00:00,용인시의원
4198df24-e9ed-4c8d-b22a-fb6cd20d959a,이성호,,국민의힘,용인시 제9선거구,,11,true,,,,,2025-10-18T11:22:24.77394+00:00,2025-10-18T11:22:24.77394+00:00,경기도의원
7a97f4aa-e296-45c0-b79f-6b317edaba2b,이언주,,더불어민주당,용인시 정,,22,true,,,,,2025-10-18T11:22:24.77394+00:00,2025-10-18T11:22:24.77394+00:00,국회의원
b5591109-6d42-4fa0-a281-ff5880838b65,이영희,,국민의힘,용인시 제1선거구,,11,true,,,,,2025-10-18T11:22:24.77394+00:00,2025-10-18T11:22:24.77394+00:00,경기도의원
e8437c45-72cf-4f33-be88-56f510f89c9e,이윤미,,더불어민주당,용인시,https://council.yongin.go.kr/attach/member/CT/09/small/9e3dc0cc011fdc8cdba387be0bfe760d10b135308f82aaf665d7358158c39522.jpg,8,true,,031-6193-2511,,,2025-11-03T17:14:05.829778+00:00,2025-11-03T17:14:05.829778+00:00,용인시의원
86871ea7-ce32-4df0-9acf-f29897fd08c7,이윤미,,더불어민주당,용인시,https://council.yongin.go.kr/attach/member/CT/09/small/9e3dc0cc011fdc8cdba387be0bfe760d10b135308f82aaf665d7358158c39522.jpg,8,true,,031-6193-2511,,,2025-10-20T02:30:27.351462+00:00,2025-10-20T02:30:27.351462+00:00,용인시의원
ca19bfef-2b3f-4417-ac6e-770501f3a087,이진규,,국민의힘,나선거구,https://council.yongin.go.kr/attach/member/CT/09/small/e40e39ed3ad54ba9736c266106f3e798ccd9a490f512d746c54ddbc329a7b22c.jpg,8,true,,031-6193-2557,,,2025-11-03T17:14:05.829778+00:00,2025-11-03T17:14:05.829778+00:00,용인시의원
c033fd50-8659-4006-b9c3-348a5934527d,이진규,,국민의힘,나선거구,https://council.yongin.go.kr/attach/member/CT/09/small/e40e39ed3ad54ba9736c266106f3e798ccd9a490f512d746c54ddbc329a7b22c.jpg,8,true,,031-6193-2557,,,2025-10-20T02:30:27.351462+00:00,2025-10-20T02:30:27.351462+00:00,용인시의원
98005599-6b85-4b19-840c-7f73f3cfc5e5,이창식,,국민의힘,자선거구,https://council.yongin.go.kr/attach/member/CT/09/small/cc4cbd10b8a7ed4ccfd2077dfbece10f97f9f006884938d9a68b1ff9cb0bef92.jpg,8,true,,031-6193-2503,,,2025-11-03T17:14:05.829778+00:00,2025-11-03T17:14:05.829778+00:00,용인시의원
708e03d6-b3e0-47a9-8302-3a5078f49055,이창식,,국민의힘,자선거구,https://council.yongin.go.kr/attach/member/CT/09/small/cc4cbd10b8a7ed4ccfd2077dfbece10f97f9f006884938d9a68b1ff9cb0bef92.jpg,8,true,,031-6193-2503,,,2025-10-20T02:30:27.351462+00:00,2025-10-20T02:30:27.351462+00:00,용인시의원
56727ac0-7791-4f43-be28-597ba54266e2,임현수,,더불어민주당,라선거구,https://council.yongin.go.kr/attach/member/CT/09/small/6908719d729dfa546b8bab0e329021430fd0d1d69f5474a6bcce81da64f333fa.jpg,8,true,,031-6193-2568,,,2025-10-20T02:30:27.351462+00:00,2025-10-20T02:30:27.351462+00:00,용인시의원
a69d2fb2-e1c2-4599-8730-00ff8c325f45,임현수,,더불어민주당,라선거구,https://council.yongin.go.kr/attach/member/CT/09/small/6908719d729dfa546b8bab0e329021430fd0d1d69f5474a6bcce81da64f333fa.jpg,8,true,,031-6193-2568,,,2025-11-03T17:14:05.829778+00:00,2025-11-03T17:14:05.829778+00:00,용인시의원
96b7b3ae-18ff-46a4-a2a0-9a431a985f48,장정순,,더불어민주당,아선거구,https://council.yongin.go.kr/attach/member/CT/09/small/c954fe3130a8d2a0551549dc150173ada72d8dd3c1ec7682d99db32976e53f6e.JPG,8,true,,031-6193-2555,,,2025-10-20T02:30:27.351462+00:00,2025-10-20T02:30:27.351462+00:00,용인시의원
384dc993-7ab1-4052-a214-c1b7b016af0d,장정순,,더불어민주당,아선거구,https://council.yongin.go.kr/attach/member/CT/09/small/c954fe3130a8d2a0551549dc150173ada72d8dd3c1ec7682d99db32976e53f6e.JPG,8,true,,031-6193-2555,,,2025-11-03T17:14:05.829778+00:00,2025-11-03T17:14:05.829778+00:00,용인시의원
d255dc29-e739-4571-91c4-de06853e0c70,전자영,,더불어민주당,용인시 제4선거구,,11,true,,,,,2025-10-18T11:22:24.77394+00:00,2025-10-18T11:22:24.77394+00:00,경기도의원
e5a9754e-0980-4b3a-b426-77cfe14fd95e,정하용,,국민의힘,용인시 제5선거구,,11,true,,,,,2025-10-18T11:22:24.77394+00:00,2025-10-18T11:22:24.77394+00:00,경기도의원
f4f8fff7-9f0a-4506-a288-d6219d0684ab,지미연,,국민의힘,용인시 제6선거구,,11,true,,,,,2025-10-18T11:22:24.77394+00:00,2025-10-18T11:22:24.77394+00:00,경기도의원
ce281799-79d5-4ac1-8b38-94225498e07f,황미상,,더불어민주당,가선거구,https://council.yongin.go.kr/attach/member/CT/09/small/503119158fe7d5683eea5b059b8d72f12a34b9635f10086a8dd63b7a027ddee2.jpg,8,true,,031-6193-2567,,,2025-10-20T02:30:27.351462+00:00,2025-10-20T02:30:27.351462+00:00,용인시의원
c8a54910-33ed-4c2c-a514-9f984f51fbff,황미상,,더불어민주당,가선거구,https://council.yongin.go.kr/attach/member/CT/09/small/503119158fe7d5683eea5b059b8d72f12a34b9635f10086a8dd63b7a027ddee2.jpg,8,true,,031-6193-2567,,,2025-11-03T17:14:05.829778+00:00,2025-11-03T17:14:05.829778+00:00,용인시의원
e721f222-1b00-42ef-8446-3e060216174f,황재욱,,더불어민주당,카선거구,https://council.yongin.go.kr/attach/member/CT/09/babf3da26bb1fb6b88b27c32181c14412b5c86327443a3b2e46f17505bd12b01.jpg,8,true,,031-6193-2559,,,2025-10-20T02:30:27.351462+00:00,2025-10-20T02:30:27.351462+00:00,용인시의원
ea7d3eb7-dfd1-43cb-a230-4943992f1721,황재욱,,더불어민주당,카선거구,https://council.yongin.go.kr/attach/member/CT/09/babf3da26bb1fb6b88b27c32181c14412b5c86327443a3b2e46f17505bd12b01.jpg,8,true,,031-6193-2559,,,2025-11-03T17:14:05.829778+00:00,2025-11-03T17:14:05.829778+00:00,용인시의원
